Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
Google,Accounting Manager,Finance,"Sunnyvale, CA, United States","Review monthly financial data and make sure all monthly activity has been recorded and reconciled; provide financial results and analysis to financial analysts and senior management.
Manage outsourced operational activity, including service level agreements, and find opportunities to outsource activities or processes to our third party service provider.
Assist in preparation and review of monthly, quarterly and annual close presentations for Accounting and Controls management to include preparation of month over month and forecast to actual analysis.
Provide support to finance management and other internal customers as needs arise, including ad-hoc financial analysis, and special projects.
Lead, manage and develop team of professionals.","BA/BS degree or equivalent practical experience.
CPA/CA or equivalent.
10 years of relevant work experience in public accounting and/or a high-tech organization.","Experience with Oracle ERP and Hyperion.
Strong project management and process improvement skills; proficiency with spreadsheet and presentation software.
Ability to work in a cross-functional, rapidly changing environment, and to lead and drive complex initiatives.
Attention to detail, organized and thorough with desire for continuous improvement.
Excellent analytical skills, combined with impeccable business judgment and ability to communicate with management."
Google,"Finance Manager, Photos",Finance,"Mountain View, CA, United States","Provide analytical insight and influence business decisions and business growth, user acquisition, and efficient use of resources. Communicate key sensitivities.
Build business growth and cost models for new and existing initiatives and provide a uniquely finance perspective. Inform economics and risk management of agreements, partnerships, and long-term investments.
Lead and participate in projects that consist of cross-functional teams, including Finance, Engineering and Strategy and Operations teams.
Keep stakeholders informed on key financial metrics; design/build/refine the necessary financial infrastructure to manage day-to-day operations.
Manage and drive the development of team members by providing the appropriate level of oversight, coaching and hands on involvement in agenda setting.","BA/BS degree in a quantitative field or equivalent practical experience.
8 years of relevant experience.","MBA or relevant Master's degree.
6 years of hands-on experience in core FP&A responsibilities, including forecasting, planning and financial reporting.
Knowledge of building and maintaining technical infrastructure cost forecasts and experience in financial systems.
Business partnering skills, with the ability to build relationships, operate across functional boundaries and act as a trusted translator between Product and Finance leadership.
Effective analytical and problem solving skills.
Organized, strategically focused, detail oriented, self-starter and able to thrive in change and ambiguity."
Google,"BOLD Intern, Summer 2018",Finance,"San Bruno, CA, United States",Google interns are given a lot of responsibility and the opportunity to provide a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in a 4-year BA/BS program, in any major, at a university in the United States with an expected graduation date between December 2018 and June 2019.
Be able to complete an 11-week program beginning in May or June 2018.
Have authorization to work in the United States.","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
Google,Payments Compliance Regulatory Licensing and Reporting Manager,Finance,"Sunnyvale, CA, United States","Manage Payment Compliance Licensing and Reporting for a range of US state licenses allowing Google to transact all across the world, including the preparation of License applications and regulatory filings.
Provide regulatory and compliance related advice to business partners for existing products and new product launches.
Manage regulatory audits by coordinating with various cross-functional teams (This includes audit preparation, remediation and documentation.)
Monitor changes in industry regulations globally and modify policies and procedures as necessary by interfacing with multiple functional areas to develop and implement scalable compliance systems and controls including Engineering, Legal, Operations, Finance and Product Management.
Maintain records and provide reporting to regulatory agencies as required by law and to banking partners as required by contract. Report to the service manager and senior executives and Board of Directors on the state of our compliance efforts.","BA/BS degree or equivalent practical experience.
Experience with Money Transmitter/Money Service Business regulations in the US, Anti-Money Laundering (AML), Bank Secrecy Act (BSA), Know Your Customer (KYC) regulations, and Suspicious Activity report (SAR) filings, Sanctions screening (e.g., OFAC) and the credit card industry.","Master’s degree and CAMS certification.
Experience with various international regulatory payments laws and guidance such as those monitored by US state regulators.
Experience Managing projects involving Operations and Engineering work streams in a matrix environment.
Experience in managing compliance functions, and successfully implementing controls.
Strong management and communication skills."
Google,"Accountant, Payments",Finance,"Sunnyvale, CA, United States","Design and maintain effective internal control environment to ensure accuracy of financial accounts.
Deliver accurate and timely financial statements for our regulated payments entities and Consumer Payments products.
Identify potential areas of risk and document risk mitigation plans.
Review and approve monthly journal entries and corresponding reconciliations.
Prepare for, and assist with internal, SOX and external audits. Document processes, ensure performance of key controls, and obtain/provide support as necessary.","CPA or CA qualification.
6 years of experience at an accounting firm/public company.
Experience in implementing process improvements and internal changes.","Experience working with databases. Experience with SQL coding across standard commercial databases.
Ability to develop appropriate levels of controls.
Ability to understand complex systems.
Ability to influence and interact with stakeholders at all levels.
Demonstrated attention to detail, with effective project management and organizational skills.
Excellent analytical, communication and leadership skills."
Google,"Internal Audit, Technology Audit Manager",Finance,"Sunnyvale, CA, United States","Identify and call attention to financial, operational, compliance, and reputational risks through assurance, consulting, and solutions management activity; improving the effectiveness of Alphabet’s governance, risk management, and internal control activities.
Lead the development of the long-term Internal Audit strategy in a key business process or product subject matter area (e.g Ads, Infrastructure, Corporate Functions) with out-of-the-box, innovative thinking and willingness to push the boundaries of the traditional audit approach.
Manage Internal Audit projects including performance of risk assessments, financial, compliance and operational process reviews and review of system implementations, applications, business resilience review, technology governance, and other IT-related risk areas across Alphabet and Google.
Manage and lead a team of IT auditors, including goal-setting, performance management, professional development and career development. Prioritize initiatives and determine resource needs to meet assigned initiatives within budget.
Prepare audit reports to document audit scope, procedures, findings and recommendations; interpret the significance of audit findings, conclude on findings and make practical recommendations for remediation.","BA/BS degree in Management Information Systems, Engineering, Business, Finance or Accounting or equivalent practical experience.
9 years of relevant work experience in an IT audit management role in a corporate internal audit department, professional services or consulting or within a related industry.","CISA/CISSP/PMP/CIA/CPA/CFE or related experience.
Leadership skills (ability to take charge, confidence to interact with all levels, set objectives, drive results, and a team player).
Ability to navigate through ambiguity, manage and coordinate multiple project assignments simultaneously in a fast-paced, deadline-driven environment, accepting ownership and accountability of the process and deliver on commitments.
Ability and willingness to take initiative to address problems and make continuous process improvements.
Exceptional written and verbal communication skills; interpersonal skills with the ability to work with teams cross-functionally."
Google,"Compliance Manager (SOX), Internal Controls",Finance,"Sunnyvale, CA, United States","Drive compliance with global Sarbanes-Oxley (SOX) programs; coordinate with business process owners and control owners to run SOX program and ensure global compliance.
Evaluate control deficiencies and track remediation to completion; identify key Internal Control Over Financial Reporting (ICFR) risks and mitigation strategies.
Assess training needs, develop training materials and ensure stakeholders are sufficiently trained on internal control requirements, design and ownership.
Work with Finance management to frame leadership and Audit Committee agendas and ensure all action items are resolved.
Work closely with the Director of Finance Compliance to facilitate cross-functional coordination across various project plans and ensure that the scope and direction of each project is on schedule.","BA/BS degree in Business or a related field, or equivalent practical experience.
10 years of relevant experience in accounting.
Experience working with SOX, ICFR, and internal control design and operations.","CPA certification.
5 years of relevant work experience within U.S. public companies.
5 years of relevant work experience in public accounting, a corporate internal accounting department or within a related industry."
YouTube,"Residual Manager, YouTube Originals",Finance,"Los Angeles, CA, United States","Manage all aspects of residual payment needs and day to day operations including but not limited to creation of models, claims management, entry of data into rights management systems, coordination with payroll and responding to inquiries from both internal and external partners.
Manage workflow for residuals payment and reporting obligations for YouTube Originals. Create recommendations regarding how to create scalability and efficiency in residual management.
Represent the residuals needs internally and proactively engage cross functional teams including production, business affairs, finance and accounting.
Create one-off analysis and projects as they arise, including financial estimates, forecasts and other analytical based presentations.","BA/BS degree or equivalent practical experience.
5 years of experience in a residuals department and entertainment company.","Experience in people and project management, including execution, multi-tasking and implementation.
Experience in reading and interpreting contracts.
Knowledge of databases and analytics.
Ability to work on all aspects of residual needs from communication to data entry.
Excellent presentation/presentation creation skills, with strong analytical and spreadsheet skills.
Excellent strategic communication and cross-functional coordination skills, with the ability to tailor messages to suit a variety of audiences."
Google,"Business Intern 2018, Brazil",Finance,"São Paulo, Brazil",Google interns are given a lot of responsibility and the opportunity to make a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in any major at a university in Brazil with an expected graduation date in December 2018.
Must be available to intern at Google’s Sao Paulo office from July 2018 to December 2018.
Ability to speak and write in English and Portuguese fluently and idiomatically.","Interest in the Internet and Google's technology business.
Effective interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Analytical skills and an interest in taking on business challenges."
Google,"Payroll Business Systems Analyst, HR Interfaces",Finance,"Sunnyvale, CA, United States","Partner with key stakeholders to evaluate complex payroll processes and identify opportunities for improvement. Provide input into the roadmap and strategy for future process re-engineering efforts
Help create and review functional specifications, user stories, and/or process flow diagrams to articulate required changes to systems, and interfaces
Create and execute test plans with key business stakeholders, to ensure completeness and reliability of the solution. Communicate project updates to key stakeholders and management effectively
Create user guides and other training documentation to educate users on the new process and/or systems changes. Provide ongoing support to the business during launch and stabilization periods
Troubleshoot issues and work with the appropriate parties (Engineering, Vendors, internal stakeholders) to prioritize their resolution","BA/BS degree in Business, Accounting, Operations or equivalent practical experience.
Experience in process improvement.","Project management experience and meticulous attention to detail.
Strong familiarity with payroll processes and administration/support of cloud-based HCM systems.
Ability to work collaboratively, be diplomatic and influence stakeholders, vendors and international teams.
Proven track record of having analytical and problem solving skills.
Comfort with and passion for business applications, tools and automation.
Excellent written and verbal communication skills."
Google,"Senior Manager, Supply Chain",Finance,"Mountain View, CA, United States","Partner with Supply Chain team to build transparency into, evaluate, and make recommendations on all areas impacting costs of goods sold: short and long-term projections, investment strategies, cost and margin structure optimization
Support Supply Chain teams in agreement negotiations and third-party partner management, including manufacturing and logistics operations
Support monthly, quarterly and annual financial processes, including annual planning, compliance, and management reporting; drive visibility into business performance and resource planning decisions
Manage and develop a team of dedicated professionals. Drive professional development of your team members by providing significant opportunities and coaching on how to effectively support senior business partners and enable them to excel in the global Finance organization.","BA/BS degree or equivalent practical experience.
14 years of relevant work experience, including in finance/accounting, management consulting, investment banking, or similar environment","MBA or MS degree.
Specific knowledge and experience of working with supply chains, retailers, and consumer hardware
Strong business partnering skills.
Good business judgment, strong conviction, confidence to communicate effectively with business partners and ability to resolve conflicts diplomatically
Proven ability to work in a cross-functional, fast-paced environment, and to lead and drive complex operational initiatives."
Google,"Accountant, Home Products",Finance,"Palo Alto, CA, USA","Manage journal entries, General Ledger account analysis and reconciliations.
Analyze financial information and prepare financial reports.
Manage and improve efficiencies for various operational tasks including the following: procurement process (i.e., inventory, fixed assets, prepayments), vendor invoice processing, accruals, and various reserves (i.e., inventory reserve and warranty reserve).
Interpret various terms in the agreement to determine accounting implications and apply accounting guidance.
Prepare ad-hoc reports and participate in special projects as necessary.","BA/BS degree in Accounting or equivalent practical experience.
CPA certification.
3 years of relevant work experience at an Accounting firm and/or experience in a technology organization.","Experience in the scaling and automation of processes, with expertise in spreadsheet software.
Demonstrated ability to work in a cross-functional, fast-paced environment, and to lead and drive complex initiatives.
Ability to work independently and develop proposals to overcome problems, with the ability to prioritize and work towards business goals.
Excellent communication and organizational skills, with exceptional attention to detail."
Google,Entity Controller,Finance,"Dublin, Ireland","Be responsible for overseeing the annual statutory financial statements process, including management of the external audit and tax compliance for a portfolio of Alphabet entities in EMEA.
Perform regular in-depth analysis on the financials, ensuring the integrity and financial accuracy of our books and records.
Manage the delivery of accounting processes performed by external vendors ensuring that all service levels are met, the internal control environment is robust and a quality service is provided.
Represent Accounting and Finance with our business partners through effective communication with in-country business managers, Technical Accounting, Tax, Treasury, Legal, Regulatory Compliance, Internal Audit and Financial Planning.
Develop in-depth knowledge of tools and applications in support of the accounting function and highlight opportunities for improvement, managing projects that will yield efficiency through automation, optimization and outsourcing.","BA/BS degree in Finance, Business or quantitative field, or equivalent practical experience.
Professional qualification: CIMA/ACA/ACCA","Industry and MNC experience.
Shared Service Center experience, or experience within a company dealing with varied European Subsidiaries.
A solid understanding of accounting principles, including US GAAP and related international accounting standards. Technical accounting or Tax Compliance experience.
Knowledge of Oracle or similar ERP system.
Demonstrated ability with spreadsheet software, macros, apps scripting and SQL programming."
Google,"Internal Audit, Infrastructure Technology Audit Manager",Finance,"Sunnyvale, CA, United States","Lead the development and execution of the annual risk assessment and long-term IA strategy in the IT infrastructure (Hardware, Software, etc.) area with out-of-the-box, innovative thinking and willingness to push the boundaries of the traditional audit approach.
Manage projects, including SOX audits, business resilience review, technology governance, technology infrastructure and other IT-related risk areas. Perform risk assessments, prioritize initiatives and determine resource needs.
Manage and lead a team of IT auditors, including goal-setting, performance management, professional development and career development.
Work in cross-functional teams (including engineering, compliance and product management) to help create integrated system requirements and provide IT controls expertise.
Work with management and users to translate audit findings into high-level insights, conclude on findings and make practical recommendations. Communicate with and educate process owners on the importance of controls, an effective control environment, and the role of Internal Audit.","BA/BS degree in Engineering, Management Information Systems, Business or Accounting or equivalent practical experience.
Experience in an IT Audit management role in a corporate Internal Audit department, professional services/consulting or within a related industry.","CISA, CISSP, CIA, ITIL or related experience.
9 years of experience (or 8 years and an MBA) in any of the following areas, including technology consulting, cloud, technology infrastructure auditing, system auditing, financial systems (e.g. fixed Assets, Inventory, payroll, HR, etc.), ERP systems (e.g. Oracle), system administration, major system implementations, e-commerce, online payments, software development, or cyber security.
Leadership skills (ability to take charge, confidence to interact with all levels, set objectives, drive results, and a team player) and excellent communication and interpersonal skills with the ability to work with a wide variety of departments.
Ability to navigate through ambiguity, manage and coordinate multiple project assignments and multiple teams simultaneously in a fast-paced, deadline-driven environment, accepting ownership and accountability of the process and deliver on commitments."
Google,"Internal Controls (SOX) Manager, Cloud Business Finance",Finance,"Sunnyvale, CA, United States","Design and maintain an effective internal control environment for financial records, including ensuring accuracy of financial accounts and information related to Google Cloud.
Ensure risk assessment and control frameworks are in place, and running effectively and efficiently. Drive compliance with global Sarbanes-Oxley (SOX) program for cloud finance including scoping, timing and execution.
Be responsible for creation and/or maintenance of internal control narratives, flowcharts and matrices for cloud finance.
Evaluate control deficiencies and track remediation to completion. Identify key Internal Control Over Financial Reporting (ICFR) risks and mitigation strategies.
Design and execute control testing to address audit assertions. Interpret the significance of control audit findings, draw analytical conclusions from audit data, and promote recommendations.","BA/BS degree or equivalent practical experience.
9 years of relevant work experience in public accounting and/or high-tech organization.","CPA/CA/CIA or related experience.
4 years of experience in SOX and internal audit.
Experience with quote to cash process for high tech companies.
Ability to navigate through ambiguity, manage and coordinate multiple project assignments simultaneously in a fast-paced, deadline-driven environment, accepting ownership and accountability of the process and deliver on commitments.
Leadership skills (i.e. ability to take charge, confidence to interact with all levels, set objectives, drive results, and a team player).
Precise and detail-oriented organization and skills; and excellent writing, communication and interpersonal skills with the ability to work with a wide variety of departments."
Google,Alphabet Corporate Accounting Manager,Finance,"Sunnyvale, CA, United States","Lead cross-functional accounting projects; define, implement and maintain processes and procedures to support Alphabet governance requirements while balancing Bet-specific needs.
Influence executives and stakeholders to close gaps in control frameworks and develop scalable solutions.
Identify, create and measure process and control improvements that automate or outsource manual work, consolidate bespoke processes, and scale with Alphabet’s rapid growth.
Work with Alphabet and dedicated Bet Finance teams to evolve the Finance support model for Other Bets, and provide input into the definition of roles, responsibilities and processes between Bet teams and various Alphabet Stewardship functions.
Drive the business requirements and change management of implementing and maintaining new processes and tools in an SAP environment.","BA/BS degree or equivalent practical experience
CPA/CA or equivalent.
10 years of relevant work experience or in public accounting.","Experience implementing projects, managing programs, designing and implementing processes/controls
Experience in technical accounting roles.
Experience with Oracle ERP and Hyperion (or implementing a new ERP)
Excellent oral and written communication skills. Experience engaging with and crafting communications for busy executives
Proven ability to work in a cross-functional, fast-paced environment and lead and drive complex initiatives"
Google,"Portfolio Manager, Investment Grade Corporates",Finance,"Sunnyvale, CA, United States","Manage the internal investment grade corporate portfolio.
Collaborate closely with in-house credit research team to position the portfolio to reflect Alphabet’s fundamental credit strategy
Collaborate with our internal risk and strategy team to continually develop investment guidelines and strategy
Provide key input and contribute to tactical asset allocation strategies across all fixed income asset classes, and communicate key strategies to senior management
Be responsible for all daily portfolio management activities including portfolio construction, performance attribution, trading, compliance and reporting","9 years of direct portfolio management experience with a focus on investment grade corporate strategies.
People management experience and experience lead teams and develop junior personnel.
Experience with credit analysis/research.","MBA.
CFA.
Ability to present clear and concise recommendations to senior management.
Strong verbal and written communication skills."
Google,Senior Credit Research Analyst,Finance,"Sunnyvale, CA, United States","Conduct fundamental credit research of investment grade corporate debt securities; analyze individual credits as well as trends and themes within assigned industry sectors
Make investment recommendations based on relative value assessments and perform ongoing monitoring and analysis of investments
Help establish and execute procedures and processes to support the in-house investment grade credit research platform and other Google Treasury teams on projects requiring credit expertise
Assist in the implementation of portfolio management tools and systems to increase the efficiency and effectiveness of managing our portfolios
Provide ad hoc in-depth analytical and quantitative support for the overall Google portfolio management team",6 years of credit research experience with a focus on investment grade corporate strategies,"MBA and/or CFA
Experience covering Capital Goods/Basics, Utilities, and/or Insurance
Excellent spreadsheet, analytical/quantitative and organizational skills, as well as a demonstrated capability of handling multiple ad hoc requests simultaneously
Ability to present clear and concise recommendations to senior management
Exceptional written and verbal communication skills"
Google,Business Intern 2018,Finance,Singapore,"Job responsibilities and detailed projects will be determined based on your educational background, interests and skills.","Enrolled in a full-time Bachelor's or Master's program graduating between Dec 2018 and June 2019 (priority given to students in their penultimate year of study).
Be able to complete a minimum 10 weeks between May and September 2018 in the Google Singapore office. We will accommodate your school schedule when determining the start date and duration.
Returning to education on a full-time basis upon completing the internship.
Ability to speak and write in English fluently and idiomatically.","Experience with Google products or digital marketing.
Ability to be a self-starter and an independent thinker.
Demonstrated interest in the Internet and Google’s technology and business.
Demonstrated analytical skills, with the ability to take on highly strategic and challenging business problems.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a challenging environment.
Ability to speak and write in at least one Southeast Asian language (Bahasa, Thai, etc)."
Google,"North America Payroll, Project and Process Manager",Finance,"Sunnyvale, CA, United States","Manage operational vendor relationship and escalate issues to senior management.
Facilitate weekly meetings with members of the internal as well as external team using your leadership skills, project management and drive for operational experience.
Cultivate relationships both internally and externally.
Build process coverage documentation and knowledge transfer plans to ensure compliance and performance targets are met.
Address customer needs, manage operational vendor relationship and employ creative solutions for a more streamlined, scalable payroll process.","BA/BS degree or equivalent practical experience.
Experience with managing vendors.
Experience working with payroll systems and processes, including data analysis.","Strong problem solving and customer service experience with the ability to meet strict deadlines are skills that are essential to this role.
Advanced scripting and extensive UltiPro knowledge.
Ability to escalate items for quick resolution, exercise solid judgment and present metrics to management with minimal guidance and a flair for detail.
Exceptional communication skills with ability to work cooperatively and proactively with colleagues and vendors to anticipate needs of all payroll stakeholders."
Google,"Program Manager, Alphabet PMO",Finance,"Sunnyvale, CA, United States","Facilitate cross-functional coordination across project plans.
Manage work stream dependencies and the impact on downstream working groups.
Track updated accomplishments, milestones, key issues and/or change controls.
Establish and lead working group meetings. Create weekly project status and executive reporting.
Utilize Finance knowledge to provide valuable inputs to the project team, identify risks and guide decision making.","6 years of relevant work experience.
Experience in a business analyst function (documenting business requirements and processes with teams outside of Finance e.g. in Engineering and Sales).","CPA/CA or MBA/MIS.
Experience in project management, leading large strategic initiatives.
Understanding of finance systems and how they support various business processes, especially O2C.
Detail and deadline oriented with strong organizational and analytic skills; impeccable documentation skills.
Strong business acumen and ability to facilitate. discussions with stakeholders to obtain key decisions.
Comfortable leading discussions in a cross-functional group to identify issues and resolutions; effective team management, communication and problem solving skills."
Google,"Supply Chain Finance Senior Analyst, Consumer Hardware",Finance,"Mountain View, CA, United States","Support supply chain teams in creating scalable business solutions for supply and demand planning, budgeting, and procurement.
Develop methods/tools for tracking forecasts/spend and understanding primary drivers of change.
Drive continuous improvements to the forecast/budget models and help to reduce variance.
Provide input on current financial projections and guidance to optimize future projections.
Provide financial leadership team with clear insights into drivers of budgetary requests, potential risks and opportunities.","BA/BS degree or equivalent practical experience.
7 years of relevant work experience in finance/accounting, management consulting, investment banking or similar environment.
Experience working with supply chain, retailers and consumer hardware.","MBA or graduate degree.
Good business judgment, strong conviction, confidence to communicate effectively with business partners
Strong business partnering skills; proven ability to work in a cross-functional, fast-paced environment, and to lead and drive complex operational initiatives.
Excellent ability to take charge, motivate others, set objectives, lead by influence, and drive to results; organized, detail-oriented, strategically focused."
Google,Treasury Accountant,Finance,"Sunnyvale, CA, United States","Review details of work to ensure the booking is in compliance with U.S. accounting requirements.
Generate reports from treasury related systems.
Prepare associated reconciliations and schedules.
Prepare journal entries and upload them into systems.","BA/BS degree in Finance, Accounting or Business or equivalent practical experience.
CPA.
Accounting experience in accounting firms and/or public multinational companies.","Experience with using hedging and investment systems.
Experience in financial service or investment industry.
Ability to work independently and within a team environment, and to make well-reasoned and timely decisions
Outstanding project management skills to establish and meet deadlines.
Excellent interpersonal skills, attention to detail, organized and thorough with the desire for continuous improvement.
Good oral and written communication and analytic skills."
Google,"Finance Director, Google Fixed Assets (GFA)",Finance,"Sunnyvale, CA, United States","Provide leadership to the Fixed Asset team and various business partners, setting strategy and influencing decision making in order to add value to Google through information and end to end process design. Work closely with Technical Infrastructure Operations, Product Areas, Legal, IT and other Finance groups to identify partner needs, and ensure high levels of customer service.
Evaluate current processes and policies and provide and implement recommendations for improvement. Manage accounting policy and reporting changes for Fixed Assets, in coordination with Technical Accounting and Google Controllership teams.
Recruit, motivate, develop and lead the Google Fixed Assets worldwide organization. Educate staff on infrastructure and keep staff up-to-date with current accounting regulations/requirements as well as on industry and product issues.
Develop and maintain controls framework for Fixed Assets area. Instill a controls mindset throughout GFA and manage the accounting policy and reporting changes for Fixed Assets, in coordination with Technical Accounting and Google Controllership teams.
Ensure cost effective performance and on-time delivery of information during close cycle and statutory audits. Identify opportunities and implement programs to eliminate, automate or outsource Fixed Assets activities, whilst being accountable for BPO performance.","Bachelor's degree in Accounting or other Finance related fields or equivalent practical experience.
CPA.
15 years of relevant work experience leading a fixed assets team or in a finance role in the high volume manufacturing or construction industries.","Demonstrated experience managing cross-functional initiatives.
Experience recruiting, managing and developing a team of professionals with proven coaching skills in a transaction-oriented work environment.
Proven ability to work in a cross-functional, fast-paced environment, and to lead and drive complex operational initiatives.
Ability to work with vendors, business partners and international teams.
Superior analytical skills, combined with impeccable business judgment and ability to communicate effectively with senior management."
Google,Revenue Systems Senior Accountant,Finance,"Sunnyvale, CA, United States","Initiate and drive cross-functional financial systems projects. Evaluate information gathered from multiple sources critically, identify gaps, reconcile conflicts and decompose high-level information into details to drive decision-making.
Create business cases and business requirements documents, design UAT plan and perform related testing, manage project roadmaps, prioritize initiatives and provide periodic status/progress updates. Design and maintain an effective internal control environment for the AdWords business area as well as other emerging products.
Design and implement automation and risk mitigation solutions to complex accounting processes. Identify opportunities for process improvements and drive implementation of the solutions. Work with Engineering partners to define and drive the development of Google’s business growth support infrastructure, including Data Warehousing, reporting and analytics platforms.","BA/BS degree in Accounting, Finance or Business or equivalent practical experience.
Database experience including SQL coding across standard commercial databases or equivalent experience in other programming languages.","6 years of relevant work experience.
Demonstrated experience in driving operational process improvement
Experience working in teams committing code and working with version control.
Knowledge of standard finance systems (e.g. Oracle, Hyperion, OBIEE) together with knowledge of core finance processes.
Distinctive problem-solving and analytical skills combined with strong business acumen; demonstrated ability to multi-task and apply initiative and creativity on challenging projects.
Genuine excitement and passion for developing and analyzing large, complex data sets and converting them into the information/insights that drive business decisions at all levels of the organization."
Google,Senior Financial Analyst,Finance,"Mountain View, CA, United States","Use Google’s big data (and knack for the creative) to architect metrics, solve problems, and influence executive decision-making.
Develop new tools in order to drive scalable analysis and insight.
Lead decision making on investment strategies for products, identification of key market drivers for business generation and business profitability, and resource allocation.
Partner with key stakeholders to drive strategy and business direction.","BA/BS degree or equivalent practical experience.
6 years of relevant experience.","Comfort and experience using SQL to extract and manipulate data, or with other programming or scripting languages such as R, Python, C++.
Strong ability to turn data into actionable insights.
Impeccable business judgment, with the ability to motivate colleagues and collaborate effectively to help influence senior leadership.
Excellent quantitative, written, and presentation skills; innovative, organized, thorough. Eagerness to further develop these skills."
YouTube,"Residual Manager, YouTube Originals",Finance,"San Bruno, CA, United States","Manage all aspects of residual payment needs and day to day operations including but not limited to creation of models, claims management, entry of data into rights management systems, coordination with payroll and responding to inquiries from both internal and external partners.
Manage workflow for residuals payment and reporting obligations for YouTube Originals. Create recommendations regarding how to create scalability and efficiency in residual management.
Represent the residuals needs internally and proactively engage cross functional teams including production, business affairs, finance and accounting.
Create one-off analysis and projects as they arise, including financial estimates, forecasts and other analytical based presentations.","BA/BS degree or equivalent practical experience.
5 years of experience in a residuals department and entertainment company.","Experience in people and project management, including execution, multi-tasking and implementation.
Experience in reading and interpreting contracts.
Knowledge of databases and analytics.
Ability to work on all aspects of residual needs from communication to data entry.
Excellent presentation/presentation creation skills, with strong analytical and spreadsheet skills.
Excellent strategic communication and cross-functional coordination skills, with the ability to tailor messages to suit a variety of audiences."
Google,"Senior Accountant, Revenue, Cloud Business Finance",Finance,"Mountain View, CA, United States","Perform detailed review of contracts during negotiation stage and provide accounting guidance on impact to revenue. Assist the deal team in structuring contract terms that meets business needs and minimize any revenue impact.
Provide documentation of non-standard technical accounting terms for contract review and provide the calculation associated with the accounting adjustments needed.
Lead process improvement initiatives regarding the deal review process, ensuring the Cloud Finance team is engaged in the beginning stage of the contract negotiation process and apprised when changes to accounting impacted contract terms are made.
Perform assigned tasks during monthly accounting close, including recording of journal entries, reconciliations, report generation and other ad hoc revenue analyses.","BA/BS degree or equivalent practical experience.
CPA, CA and experience with US GAAP.
6 years of relevant work experience in public accounting and/or tech organizations.","Experience working with deal desk or finance in relation to contract review in the SaaS or software industry. Technical accounting background in the SaaS and/or software industry.
Experience empathizing with and influencing others without direct line authority, and resolving conflict diplomatically in high-pressure situations.
Experience working across different functional groups in a high-growth company
Experience with enterprise resource planning systems (e.g. Oracle ERP) and SQL.
Precise and detail-oriented organizational skills.
Effective written and verbal communication skills."
Google,"Business Intern 2018, Argentina",Finance,"Buenos Aires, Argentina",Google interns are given a lot of responsibility and the opportunity to make a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in any major at a university in Argentina with an expected graduation date between December 2018 and March 2019.
Must be available to intern at Google’s Buenos Aires office from July 2018 to December 2018.
Ability to speak and write in English and Spanish fluently and idiomatically.","Interest in the Internet and Google's technology business.
Effective interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Analytical skills and an interest in taking on business challenges."
Google,SAP Alphabet Senior Accountant,Finance,"Sunnyvale, CA, United States","Lead cross-functional accounting projects; define, implement and maintain processes and procedures to support Alphabet governance requirements while balancing Bet-specific needs.
Influence executives and stakeholders to close gaps in control frameworks and develop scalable solutions.
Identify, create and measure process and control improvements that automate or outsource manual work, consolidate bespoke processes, and scale with Alphabet’s rapid growth.
Work with Alphabet and dedicated Bet Finance teams to evolve the Finance support model for Other Bets, and provide input into the definition of roles, responsibilities and processes between Bet teams and various Alphabet Stewardship functions.","BA/BS degree or equivalent practical experience
CPA/CA or equivalent.
6 years of relevant work experience in the industry.","Experience implementing projects, managing programs, designing and implementing processes/controls
Experience in technical accounting roles.
Experience with Oracle ERP and Hyperion (or implementing a new ERP)
Proven ability to work in a cross-functional, fast-paced environment and lead and drive complex initiatives
Excellent oral and written communication skills. Experience engaging with and crafting communications for busy executives"
